1	1449
1	2134
1	2478
1	3020
1	3424
2	1962
2	2243
2	2352
2	2746
2	3363
3	1221
3	1321
3	1645
3	2028
3	3171
4	2
4	6
4	10
4	16
4	25
4	32
4	41
4	47
4	50
4	85
4	95
4	100
4	110
4	141
4	145
4	150
4	151
4	161
4	165
4	180
4	198
4	223
4	253
4	260
4	288
4	293
4	296
4	316
4	318
4	349
4	353
4	364
4	380
4	440
4	457
4	471
4	480
4	481
4	494
4	514
4	524
4	527
4	541
4	589
4	590
4	592
4	593
4	608
4	610
4	648
4	733
4	741
4	780
4	785
4	786
4	805
4	832
4	858
4	919
4	924
4	941
4	1036
4	1049
4	1059
4	1079
4	1080
4	1089
4	1090
4	1092
4	1101
4	1127
4	1136
4	1196
4	1198
4	1208
4	1210
4	1215
4	1222
4	1240
4	1242
4	1270
4	1275
4	1291
4	1339
4	1370
4	1372
4	1374
4	1396
4	1425
4	1466
4	1527
4	1580
4	1584
4	1606
4	1610
4	1615
4	1617
4	1625
4	1645
4	1682
4	1687
4	1704
4	1722
4	1747
4	1748
4	1769
4	1792
4	1805
4	1810
4	1892
4	1917
4	1918
4	1967
4	2000
4	2001
4	2002
4	2006
4	2011
4	2028
4	2058
4	2105
4	2115
4	2140
4	2150
4	2167
4	2193
4	2194
4	2231
4	2268
4	2273
4	2278
4	2302
4	2311
4	2334
4	2353
4	2355
4	2391
4	2405
4	2406
4	2433
4	2501
4	2502
4	2505
4	2539
4	2542
4	2571
4	2605
4	2617
4	2672
4	2688
4	2706
4	2762
4	2763
4	2764
4	2791
4	2858
4	2889
4	2890
4	2916
4	2918
4	2947
4	2948
4	2949
4	2959
4	2989
4	2991
4	2993
4	2997
4	3000
4	3033
4	3052
4	3082
4	3107
4	3173
4	3208
4	3250
4	3252
4	3255
4	3256
4	3275
4	3298
4	3301
4	3448
4	3452
4	3479
4	3489
4	3513
4	3527
4	3552
4	3555
4	3578
4	3617
4	3635
4	3638
4	3698
4	3702
4	3703
4	3717
4	3740
4	3745
4	3751
4	3753
4	3763
4	3793
4	3809
4	3841
4	3948
4	3952
4	3984
4	3994
4	3996
4	4011
4	4034
4	4052
4	4085
4	4207
4	4223
4	4226
4	4238
4	4262
4	4270
4	4306
4	4344
4	4351
4	4448
4	4701
4	4718
4	4734
4	4776
4	4844
4	4874
4	4878
4	4886
4	4889
4	4901
4	4958
4	4963
4	4975
4	4995
4	5010
4	5049
4	5064
4	5069
4	5110
4	5152
4	5219
4	5254
4	5349
4	5388
4	5418
4	5445
4	5464
4	5502
4	5679
4	5782
4	5872
4	5903
4	5952
4	5959
4	5989
4	6016
4	6059
4	6104
4	6188
4	6213
4	6281
4	6283
4	6294
4	6322
4	6333
4	6377
4	6378
4	6537
4	6539
4	6586
4	6595
4	6679
4	6708
4	6754
4	6764
4	6807
4	6874
4	6879
4	6979
4	7143
4	7147
4	7153
4	7346
4	7348
4	7361
4	7373
4	7438
4	7458
4	7569
4	7573
4	7649
4	7704
4	7810
4	7811
4	7812
4	7841
4	7842
4	8132
4	8169
4	8360
4	8371
4	8528
4	8622
4	8633
4	8636
4	8644
4	8665
4	8781
4	8807
4	8810
4	8861
4	8874
4	8914
4	8919
4	8961
4	8972
4	8982
4	8985
4	27773
4	27846
4	27905
4	31184
4	31696
4	31804
4	31878
4	32587
4	33004
4	33437
4	33646
4	33679
4	33794
4	33834
4	34162
4	34319
4	36529
4	37733
4	38061
4	40278
4	40614
4	42738
4	43936
4	44191
4	44199
4	48774
4	51662
4	51935
4	52950
4	53000
4	53996
4	54286
4	55765
4	56367
5	50
5	296
5	318
5	527
5	778
5	858
5	1147
5	1193
5	1213
5	1222
5	1617
5	1732
5	2329
5	2502
5	2858
5	2959
5	3178
5	3949
5	4011
5	4226
5	4973
5	5110
5	5137
5	5954
5	5995
5	6016
5	7361
5	8784
5	8873
5	8949
5	8950
5	27831
5	30749
5	30820
5	31410
5	32587
5	33794
5	38061
5	40278
5	44195
5	44204
5	46976
5	48394
5	48516
5	48696
5	48774
5	48780
5	49272
5	49530
5	50068
5	51255
5	52952
5	54286
5	54503
5	54997
5	55118
5	55247
5	55290
5	55765
5	55820
5	56367
5	56782
6	21
6	32
6	47
6	50
6	111
6	141
6	153
6	161
6	163
6	224
6	261
6	296
6	307
6	318
6	337
6	364
6	454
6	457
6	515
6	552
6	593
6	666
7	2160
7	4033
7	41997
8	52
8	62
8	100
8	141
8	260
8	869
8	1057
8	1113
8	1210
8	1356
8	1363
8	1393
10	43
10	47
10	50
10	111
10	162
10	176
10	223
10	260
10	299
10	318
10	348
10	501
10	527
10	541
10	551
10	588
10	594
10	595
10	608
10	661
10	741
10	745
10	750
10	837
10	902
10	903
10	904
10	908
10	910
10	912
10	913
10	916
10	919
10	923
10	924
10	946
10	994
10	1029
10	1077
10	1089
10	1095
10	1131
10	1136
10	1148
10	1188
10	1193
10	1196
10	1198
10	1199
10	1202
10	1206
10	1207
10	1213
10	1219
10	1223
10	1225
10	1230
10	1234
10	1244
10	1247
10	1249
10	1258
10	1274
10	1282
10	1284
10	1288
10	1635
10	1732
10	1907
10	1952
10	1953
10	1957
10	2010
10	2078
10	2080
10	2087
10	2102
10	2116
10	2138
10	2186
10	2294
10	2300
10	2324
10	2360
10	2394
10	2396
10	2687
10	2716
10	2761
10	2973
10	2987
10	3022
10	3067
10	3072
10	3077
10	3081
10	3083
10	3265
11	1193
11	1282
11	1639
11	2502
11	3052
11	4886
11	5952
11	7361
13	216
13	362
13	720
13	849
13	1047
13	2140
13	2144
13	2490
13	2723
13	2724
13	2968
13	3703
13	3863
14	2
14	110
14	296
14	318
14	356
14	480
14	527
14	593
14	858
14	1111
